cell_id,edge_lo,edge_hi,direction_filter,confidence_filter,series_filter,side_filter,split,n_bets,wins,losses,roi_flat,roi_boot_lb,roi_boot_ub,log_loss_model,log_loss_pinnacle,delta_log_loss,brier_model,brier_pinnacle,ece,clv_avg,clv_pos_rate,clv_n,clv_match_rate,clv_informative
edge4-10|disagree-with-pinnacle|high+medium|ATP-non-Slam|both,4.0,10.0,disagree-with-pinnacle,high+medium,ATP-non-Slam,both,2024,10.0,4.0,6.0,-18.6,-79.1,43.0,0.7144,0.6976,0.0168,0.2606,0.2522,0.1347,,,10.0,100.0,0.0
edge4-10|disagree-with-pinnacle|all|ATP250|model-fav,4.0,10.0,disagree-with-pinnacle,all,ATP250,model-fav,pooled_2022_2024,15.0,5.0,10.0,-31.5333,-73.5333,22.4667,0.7172,0.6838,0.0334,0.262,0.2453,0.195,,,15.0,100.0,0.0
edge4-10|disagree-with-pinnacle|all|ATP250|model-fav,4.0,10.0,disagree-with-pinnacle,all,ATP250,model-fav,2022,3.0,1.0,2.0,-33.6667,,,0.7219,0.6726,0.0493,0.2643,0.2397,0.1997,,,3.0,100.0,0.0
edge4-10|disagree-with-pinnacle|all|ATP250|model-fav,4.0,10.0,disagree-with-pinnacle,all,ATP250,model-fav,2023,4.0,1.0,3.0,-47.25,,,0.7098,0.6656,0.0442,0.2583,0.2362,0.2684,,,4.0,100.0,0.0
edge4-10|disagree-with-pinnacle|all|ATP250|model-fav,4.0,10.0,disagree-with-pinnacle,all,ATP250,model-fav,2024,8.0,3.0,5.0,-22.875,-100.0,54.25,0.7192,0.6971,0.0221,0.263,0.252,0.1566,,,8.0,100.0,0.0
edge4-10|disagree-with-pinnacle|all|ATP250|model-dog,4.0,10.0,disagree-with-pinnacle,all,ATP250,model-dog,pooled_2022_2024,0.0,0.0,0.0,,,,,,,,,,,,0.0,,
edge4-10|disagree-with-pinnacle|all|ATP250|model-dog,4.0,10.0,disagree-with-pinnacle,all,ATP250,model-dog,2022,0.0,0.0,0.0,,,,,,,,,,,,0.0,,
edge4-10|disagree-with-pinnacle|all|ATP250|model-dog,4.0,10.0,disagree-with-pinnacle,all,ATP250,model-dog,2023,0.0,0.0,0.0,,,,,,,,,,,,0.0,,
edge4-10|disagree-with-pinnacle|all|ATP250|model-dog,4.0,10.0,disagree-with-pinnacle,all,ATP250,model-dog,2024,0.0,0.0,0.0,,,,,,,,,,,,0.0,,
edge4-10|disagree-with-pinnacle|all|ATP250|both,4.0,10.0,disagree-with-pinnacle,all,ATP250,both,pooled_2022_2024,15.0,5.0,10.0,-31.5333,-72.8667,23.3333,0.7172,0.6838,0.0334,0.262,0.2453,0.195,,,15.0,100.0,0.0
edge4-10|disagree-with-pinnacle|all|ATP250|both,4.0,10.0,disagree-with-pinnacle,all,ATP250,both,2022,3.0,1.0,2.0,-33.6667,,,0.7219,0.6726,0.0493,0.2643,0.2397,0.1997,,,3.0,100.0,0.0
edge4-10|disagree-with-pinnacle|all|ATP250|both,4.0,10.0,disagree-with-pinnacle,all,ATP250,both,2023,4.0,1.0,3.0,-47.25,,,0.7098,0.6656,0.0442,0.2583,0.2362,0.2684,,,4.0,100.0,0.0
edge4-10|disagree-with-pinnacle|all|ATP250|both,4.0,10.0,disagree-with-pinnacle,all,ATP250,both,2024,8.0,3.0,5.0,-22.875,-75.25,54.5,0.7192,0.6971,0.0221,0.263,0.252,0.1566,,,8.0,100.0,0.0
edge4-10|disagree-with-pinnacle|all|ATP500|model-fav,4.0,10.0,disagree-with-pinnacle,all,ATP500,model-fav,pooled_2022_2024,1.0,0.0,1.0,-100.0,,,0.7985,0.688,0.1104,0.3025,0.2474,0.55,,,1.0,100.0,0.0
edge4-10|disagree-with-pinnacle|all|ATP500|model-fav,4.0,10.0,disagree-with-pinnacle,all,ATP500,model-fav,2022,0.0,0.0,0.0,,,,,,,,,,,,0.0,,
edge4-10|disagree-with-pinnacle|all|ATP500|model-fav,4.0,10.0,disagree-with-pinnacle,all,ATP500,model-fav,2023,1.0,0.0,1.0,-100.0,,,0.7985,0.688,0.1104,0.3025,0.2474,0.55,,,1.0,100.0,0.0
edge4-10|disagree-with-pinnacle|all|ATP500|model-fav,4.0,10.0,disagree-with-pinnacle,all,ATP500,model-fav,2024,0.0,0.0,0.0,,,,,,,,,,,,0.0,,
edge4-10|disagree-with-pinnacle|all|ATP500|model-dog,4.0,10.0,disagree-with-pinnacle,all,ATP500,model-dog,pooled_2022_2024,0.0,0.0,0.0,,,,,,,,,,,,0.0,,
edge4-10|disagree-with-pinnacle|all|ATP500|model-dog,4.0,10.0,disagree-with-pinnacle,all,ATP500,model-dog,2022,0.0,0.0,0.0,,,,,,,,,,,,0.0,,
edge4-10|disagree-with-pinnacle|all|ATP500|model-dog,4.0,10.0,disagree-with-pinnacle,all,ATP500,model-dog,2023,0.0,0.0,0.0,,,,,,,,,,,,0.0,,
edge4-10|disagree-with-pinnacle|all|ATP500|model-dog,4.0,10.0,disagree-with-pinnacle,all,ATP500,model-dog,2024,0.0,0.0,0.0,,,,,,,,,,,,0.0,,
edge4-10|disagree-with-pinnacle|all|ATP500|both,4.0,10.0,disagree-with-pinnacle,all,ATP500,both,pooled_2022_2024,1.0,0.0,1.0,-100.0,,,0.7985,0.688,0.1104,0.3025,0.2474,0.55,,,1.0,100.0,0.0
edge4-10|disagree-with-pinnacle|all|ATP500|both,4.0,10.0,disagree-with-pinnacle,all,ATP500,both,2022,0.0,0.0,0.0,,,,,,,,,,,,0.0,,
edge4-10|disagree-with-pinnacle|all|ATP500|both,4.0,10.0,disagree-with-pinnacle,all,ATP500,both,2023,1.0,0.0,1.0,-100.0,,,0.7985,0.688,0.1104,0.3025,0.2474,0.55,,,1.0,100.0,0.0
edge4-10|disagree-with-pinnacle|all|ATP500|both,4.0,10.0,disagree-with-pinnacle,all,ATP500,both,2024,0.0,0.0,0.0,,,,,,,,,,,,0.0,,
edge4-10|disagree-with-pinnacle|all|Masters1000|model-fav,4.0,10.0,disagree-with-pinnacle,all,Masters1000,model-fav,pooled_2022_2024,2.0,1.0,1.0,-1.5,,,0.6954,0.6996,-0.0042,0.2511,0.2532,0.0471,,,2.0,100.0,0.0
edge4-10|disagree-with-pinnacle|all|Masters1000|model-fav,4.0,10.0,disagree-with-pinnacle,all,Masters1000,model-fav,2022,0.0,0.0,0.0,,,,,,,,,,,,0.0,,
edge4-10|disagree-with-pinnacle|all|Masters1000|model-fav,4.0,10.0,disagree-with-pinnacle,all,Masters1000,model-fav,2023,0.0,0.0,0.0,,,,,,,,,,,,0.0,,
edge4-10|disagree-with-pinnacle|all|Masters1000|model-fav,4.0,10.0,disagree-with-pinnacle,all,Masters1000,model-fav,2024,2.0,1.0,1.0,-1.5,,,0.6954,0.6996,-0.0042,0.2511,0.2532,0.0471,,,2.0,100.0,0.0
edge4-10|disagree-with-pinnacle|all|Masters1000|model-dog,4.0,10.0,disagree-with-pinnacle,all,Masters1000,model-dog,pooled_2022_2024,0.0,0.0,0.0,,,,,,,,,,,,0.0,,
edge4-10|disagree-with-pinnacle|all|Masters1000|model-dog,4.0,10.0,disagree-with-pinnacle,all,Masters1000,model-dog,2022,0.0,0.0,0.0,,,,,,,,,,,,0.0,,
edge4-10|disagree-with-pinnacle|all|Masters1000|model-dog,4.0,10.0,disagree-with-pinnacle,all,Masters1000,model-dog,2023,0.0,0.0,0.0,,,,,,,,,,,,0.0,,
edge4-10|disagree-with-pinnacle|all|Masters1000|model-dog,4.0,10.0,disagree-with-pinnacle,all,Masters1000,model-dog,2024,0.0,0.0,0.0,,,,,,,,,,,,0.0,,
edge4-10|disagree-with-pinnacle|all|Masters1000|both,4.0,10.0,disagree-with-pinnacle,all,Masters1000,both,pooled_2022_2024,2.0,1.0,1.0,-1.5,,,0.6954,0.6996,-0.0042,0.2511,0.2532,0.0471,,,2.0,100.0,0.0
edge4-10|disagree-with-pinnacle|all|Masters1000|both,4.0,10.0,disagree-with-pinnacle,all,Masters1000,both,2022,0.0,0.0,0.0,,,,,,,,,,,,0.0,,
edge4-10|disagree-with-pinnacle|all|Masters1000|both,4.0,10.0,disagree-with-pinnacle,all,Masters1000,both,2023,0.0,0.0,0.0,,,,,,,,,,,,0.0,,
edge4-10|disagree-with-pinnacle|all|Masters1000|both,4.0,10.0,disagree-with-pinnacle,all,Masters1000,both,2024,2.0,1.0,1.0,-1.5,,,0.6954,0.6996,-0.0042,0.2511,0.2532,0.0471,,,2.0,100.0,0.0
edge4-10|disagree-with-pinnacle|all|ATP-non-Slam|model-fav,4.0,10.0,disagree-with-pinnacle,all,ATP-non-Slam,model-fav,pooled_2022_2024,18.0,6.0,12.0,-32.0,-76.7222,12.8333,0.7193,0.6858,0.0335,0.263,0.2463,0.1983,,,18.0,100.0,0.0
edge4-10|disagree-with-pinnacle|all|ATP-non-Slam|model-fav,4.0,10.0,disagree-with-pinnacle,all,ATP-non-Slam,model-fav,2022,3.0,1.0,2.0,-33.6667,,,0.7219,0.6726,0.0493,0.2643,0.2397,0.1997,,,3.0,100.0,0.0
edge4-10|disagree-with-pinnacle|all|ATP-non-Slam|model-fav,4.0,10.0,disagree-with-pinnacle,all,ATP-non-Slam,model-fav,2023,5.0,1.0,4.0,-57.8,-100.0,26.6,0.7275,0.6701,0.0575,0.2672,0.2385,0.3247,,,5.0,100.0,0.0
edge4-10|disagree-with-pinnacle|all|ATP-non-Slam|model-fav,4.0,10.0,disagree-with-pinnacle,all,ATP-non-Slam,model-fav,2024,10.0,4.0,6.0,-18.6,-79.0,43.1,0.7144,0.6976,0.0168,0.2606,0.2522,0.1347,,,10.0,100.0,0.0
edge4-10|disagree-with-pinnacle|all|ATP-non-Slam|model-dog,4.0,10.0,disagree-with-pinnacle,all,ATP-non-Slam,model-dog,pooled_2022_2024,0.0,0.0,0.0,,,,,,,,,,,,0.0,,
edge4-10|disagree-with-pinnacle|all|ATP-non-Slam|model-dog,4.0,10.0,disagree-with-pinnacle,all,ATP-non-Slam,model-dog,2022,0.0,0.0,0.0,,,,,,,,,,,,0.0,,
edge4-10|disagree-with-pinnacle|all|ATP-non-Slam|model-dog,4.0,10.0,disagree-with-pinnacle,all,ATP-non-Slam,model-dog,2023,0.0,0.0,0.0,,,,,,,,,,,,0.0,,
edge4-10|disagree-with-pinnacle|all|ATP-non-Slam|model-dog,4.0,10.0,disagree-with-pinnacle,all,ATP-non-Slam,model-dog,2024,0.0,0.0,0.0,,,,,,,,,,,,0.0,,
edge4-10|disagree-with-pinnacle|all|ATP-non-Slam|both,4.0,10.0,disagree-with-pinnacle,all,ATP-non-Slam,both,pooled_2022_2024,18.0,6.0,12.0,-32.0,-76.7222,12.9444,0.7193,0.6858,0.0335,0.263,0.2463,0.1983,,,18.0,100.0,0.0
edge4-10|disagree-with-pinnacle|all|ATP-non-Slam|both,4.0,10.0,disagree-with-pinnacle,all,ATP-non-Slam,both,2022,3.0,1.0,2.0,-33.6667,,,0.7219,0.6726,0.0493,0.2643,0.2397,0.1997,,,3.0,100.0,0.0
edge4-10|disagree-with-pinnacle|all|ATP-non-Slam|both,4.0,10.0,disagree-with-pinnacle,all,ATP-non-Slam,both,2023,5.0,1.0,4.0,-57.8,-100.0,26.6,0.7275,0.6701,0.0575,0.2672,0.2385,0.3247,,,5.0,100.0,0.0
edge4-10|disagree-with-pinnacle|all|ATP-non-Slam|both,4.0,10.0,disagree-with-pinnacle,all,ATP-non-Slam,both,2024,10.0,4.0,6.0,-18.6,-80.2,43.2,0.7144,0.6976,0.0168,0.2606,0.2522,0.1347,,,10.0,100.0,0.0
edge4-10|no-filter|high-only|ATP250|model-fav,4.0,10.0,no-filter,high-only,ATP250,model-fav,pooled_2022_2024,72.0,33.0,39.0,-22.4583,-42.875,-3.5972,0.7347,0.699,0.0357,0.2698,0.2531,0.1726,,,72.0,100.0,0.0
edge4-10|no-filter|high-only|ATP250|model-fav,4.0,10.0,no-filter,high-only,ATP250,model-fav,2022,23.0,10.0,13.0,-26.0435,-59.0,9.3043,0.754,0.7102,0.0438,0.2797,0.2588,0.1955,,,23.0,100.0,0.0
edge4-10|no-filter|high-only|ATP250|model-fav,4.0,10.0,no-filter,high-only,ATP250,model-fav,2023,21.0,13.0,8.0,4.5238,-33.1429,37.2381,0.6162,0.6302,-0.014,0.2145,0.2198,0.1137,,,21.0,100.0,0.0
edge4-10|no-filter|high-only|ATP250|model-fav,4.0,10.0,no-filter,high-only,ATP250,model-fav,2024,28.0,10.0,18.0,-39.75,-69.2857,-10.25,0.8077,0.7415,0.0663,0.3032,0.2733,0.2789,,,28.0,100.0,0.0
edge4-10|no-filter|high-only|ATP250|model-dog,4.0,10.0,no-filter,high-only,ATP250,model-dog,pooled_2022_2024,51.0,19.0,32.0,-3.9608,-37.6078,33.7255,0.6215,0.6231,-0.0016,0.2161,0.2174,0.0947,,,51.0,100.0,0.0
edge4-10|no-filter|high-only|ATP250|model-dog,4.0,10.0,no-filter,high-only,ATP250,model-dog,2022,18.0,4.0,14.0,-39.4444,-85.8889,18.2778,0.5622,0.5433,0.0189,0.1878,0.1794,0.1483,,,18.0,100.0,0.0
edge4-10|no-filter|high-only|ATP250|model-dog,4.0,10.0,no-filter,high-only,ATP250,model-dog,2023,19.0,9.0,10.0,21.6316,-37.0526,78.7368,0.675,0.6904,-0.0154,0.2412,0.2487,0.0894,,,19.0,100.0,0.0
edge4-10|no-filter|high-only|ATP250|model-dog,4.0,10.0,no-filter,high-only,ATP250,model-dog,2024,14.0,6.0,8.0,6.9286,-50.3571,73.8571,0.6252,0.6344,-0.0092,0.2186,0.2239,0.2226,,,14.0,100.0,0.0
edge4-10|no-filter|high-only|ATP250|both,4.0,10.0,no-filter,high-only,ATP250,both,pooled_2022_2024,123.0,52.0,71.0,-14.7886,-32.7967,4.3496,0.6878,0.6676,0.0202,0.2476,0.2383,0.0928,,,123.0,100.0,0.0
edge4-10|no-filter|high-only|ATP250|both,4.0,10.0,no-filter,high-only,ATP250,both,2022,41.0,14.0,27.0,-31.9268,-61.6585,0.9756,0.6698,0.6369,0.0329,0.2394,0.224,0.0719,,,41.0,100.0,0.0
edge4-10|no-filter|high-only|ATP250|both,4.0,10.0,no-filter,high-only,ATP250,both,2023,40.0,22.0,18.0,12.65,-21.45,46.35,0.6441,0.6588,-0.0146,0.2272,0.2335,0.0903,,,40.0,100.0,0.0
edge4-10|no-filter|high-only|ATP250|both,4.0,10.0,no-filter,high-only,ATP250,both,2024,42.0,16.0,26.0,-24.1905,-52.5476,8.8571,0.7469,0.7058,0.0411,0.275,0.2568,0.1977,,,42.0,100.0,0.0
edge4-10|no-filter|high-only|ATP500|model-fav,4.0,10.0,no-filter,high-only,ATP500,model-fav,pooled_2022_2024,8.0,6.0,2.0,16.375,-37.625,59.125,0.4946,0.5382,-0.0437,0.1577,0.1754,0.2154,,,8.0,100.0,0.0
edge4-10|no-filter|high-only|ATP500|model-fav,4.0,10.0,no-filter,high-only,ATP500,model-fav,2022,3.0,3.0,0.0,48.3333,,,0.3329,0.4196,-0.0867,0.0802,0.1174,0.2831,,,3.0,100.0,0.0
edge4-10|no-filter|high-only|ATP500|model-fav,4.0,10.0,no-filter,high-only,ATP500,model-fav,2023,3.0,2.0,1.0,5.0,,,0.5068,0.543,-0.0362,0.1654,0.1784,0.3811,,,3.0,100.0,0.0
edge4-10|no-filter|high-only|ATP500|model-fav,4.0,10.0,no-filter,high-only,ATP500,model-fav,2024,2.0,1.0,1.0,-14.5,,,0.7188,0.709,0.0097,0.2626,0.2578,0.1346,,,2.0,100.0,0.0
edge4-10|no-filter|high-only|ATP500|model-dog,4.0,10.0,no-filter,high-only,ATP500,model-dog,pooled_2022_2024,11.0,2.0,9.0,-57.0,-100.0,7.3636,0.5529,0.5186,0.0342,0.1832,0.1675,0.216,,,11.0,100.0,0.0
edge4-10|no-filter|high-only|ATP500|model-dog,4.0,10.0,no-filter,high-only,ATP500,model-dog,2022,2.0,0.0,2.0,-100.0,,,0.4792,0.4181,0.0611,0.1453,0.1172,0.3799,,,2.0,100.0,0.0
edge4-10|no-filter|high-only|ATP500|model-dog,4.0,10.0,no-filter,high-only,ATP500,model-dog,2023,4.0,0.0,4.0,-100.0,,,0.4163,0.3673,0.049,0.1197,0.0978,0.3345,,,4.0,100.0,0.0
edge4-10|no-filter|high-only|ATP500|model-dog,4.0,10.0,no-filter,high-only,ATP500,model-dog,2024,5.0,2.0,3.0,-5.4,-100.0,89.8,0.6916,0.6799,0.0116,0.2492,0.2434,0.0557,,,5.0,100.0,0.0
edge4-10|no-filter|high-only|ATP500|both,4.0,10.0,no-filter,high-only,ATP500,both,pooled_2022_2024,19.0,8.0,11.0,-26.1053,-66.5789,16.3158,0.5283,0.5269,0.0014,0.1725,0.1708,0.1579,,,19.0,100.0,0.0
edge4-10|no-filter|high-only|ATP500|both,4.0,10.0,no-filter,high-only,ATP500,both,2022,5.0,3.0,2.0,-11.0,-70.8,48.8,0.3914,0.419,-0.0276,0.1062,0.1173,0.3218,,,5.0,100.0,0.0
edge4-10|no-filter|high-only|ATP500|both,4.0,10.0,no-filter,high-only,ATP500,both,2023,7.0,2.0,5.0,-55.0,-100.0,-2.8571,0.4551,0.4426,0.0125,0.1393,0.1323,0.2244,,,7.0,100.0,0.0
edge4-10|no-filter|high-only|ATP500|both,4.0,10.0,no-filter,high-only,ATP500,both,2024,7.0,3.0,4.0,-8.0,-75.5714,69.5714,0.6993,0.6882,0.0111,0.253,0.2475,0.0782,,,7.0,100.0,0.0
edge4-10|no-filter|high-only|Masters1000|model-fav,4.0,10.0,no-filter,high-only,Masters1000,model-fav,pooled_2022_2024,27.0,16.0,11.0,2.5185,-31.3333,33.9259,0.6812,0.6821,-0.0009,0.2446,0.245,0.1633,,,27.0,100.0,0.0
edge4-10|no-filter|high-only|Masters1000|model-fav,4.0,10.0,no-filter,high-only,Masters1000,model-fav,2022,8.0,4.0,4.0,-14.125,-78.5,48.125,0.7385,0.7084,0.0302,0.2716,0.2575,0.2379,,,8.0,100.0,0.0
edge4-10|no-filter|high-only|Masters1000|model-fav,4.0,10.0,no-filter,high-only,Masters1000,model-fav,2023,8.0,5.0,3.0,10.75,-56.75,64.5,0.6871,0.7059,-0.0189,0.2464,0.2561,0.1485,,,8.0,100.0,0.0
edge4-10|no-filter|high-only|Masters1000|model-fav,4.0,10.0,no-filter,high-only,Masters1000,model-fav,2024,11.0,7.0,4.0,8.6364,-44.3636,57.6364,0.6352,0.6458,-0.0105,0.2237,0.2277,0.1198,,,11.0,100.0,0.0
edge4-10|no-filter|high-only|Masters1000|model-dog,4.0,10.0,no-filter,high-only,Masters1000,model-dog,pooled_2022_2024,22.0,5.0,17.0,-35.7273,-75.6818,16.5455,0.5866,0.567,0.0196,0.1982,0.1892,0.1514,,,22.0,100.0,0.0
edge4-10|no-filter|high-only|Masters1000|model-dog,4.0,10.0,no-filter,high-only,Masters1000,model-dog,2022,4.0,1.0,3.0,-36.25,,,0.5537,0.5366,0.0171,0.1824,0.1753,0.4163,,,4.0,100.0,0.0
edge4-10|no-filter|high-only|Masters1000|model-dog,4.0,10.0,no-filter,high-only,Masters1000,model-dog,2023,7.0,2.0,5.0,-10.8571,-100.0,82.2857,0.6484,0.6342,0.0142,0.2274,0.2203,0.1572,,,7.0,100.0,0.0
edge4-10|no-filter|high-only|Masters1000|model-dog,4.0,10.0,no-filter,high-only,Masters1000,model-dog,2024,11.0,2.0,9.0,-51.3636,-100.0,19.5455,0.5592,0.5353,0.0239,0.1853,0.1744,0.205,,,11.0,100.0,0.0
edge4-10|no-filter|high-only|Masters1000|both,4.0,10.0,no-filter,high-only,Masters1000,both,pooled_2022_2024,49.0,21.0,28.0,-14.6531,-43.7755,15.5102,0.6387,0.6304,0.0083,0.2238,0.2199,0.0918,,,49.0,100.0,0.0
edge4-10|no-filter|high-only|Masters1000|both,4.0,10.0,no-filter,high-only,Masters1000,both,2022,12.0,5.0,7.0,-21.5,-70.9167,30.1667,0.6769,0.6511,0.0258,0.2419,0.2301,0.0464,,,12.0,100.0,0.0
edge4-10|no-filter|high-only|Masters1000|both,4.0,10.0,no-filter,high-only,Masters1000,both,2023,15.0,7.0,8.0,0.6667,-54.9333,61.7333,0.669,0.6725,-0.0034,0.2376,0.2394,0.1526,,,15.0,100.0,0.0
edge4-10|no-filter|high-only|Masters1000|both,4.0,10.0,no-filter,high-only,Masters1000,both,2024,22.0,9.0,13.0,-21.3636,-59.2727,23.2727,0.5972,0.5905,0.0067,0.2045,0.2011,0.1066,,,22.0,100.0,0.0
edge4-10|no-filter|high-only|ATP-non-Slam|model-fav,4.0,10.0,no-filter,high-only,ATP-non-Slam,model-fav,pooled_2022_2024,107.0,55.0,52.0,-13.2523,-29.486,2.8879,0.7032,0.6827,0.0205,0.2551,0.2452,0.1222,,,107.0,100.0,0.0
edge4-10|no-filter|high-only|ATP-non-Slam|model-fav,4.0,10.0,no-filter,high-only,ATP-non-Slam,model-fav,2022,34.0,17.0,17.0,-16.6765,-45.7059,12.7353,0.7132,0.6842,0.0291,0.2602,0.246,0.1739,,,34.0,100.0,0.0
edge4-10|no-filter|high-only|ATP-non-Slam|model-fav,4.0,10.0,no-filter,high-only,ATP-non-Slam,model-fav,2023,32.0,20.0,12.0,6.125,-22.5,33.75,0.6236,0.6409,-0.0173,0.2179,0.225,0.0905,,,32.0,100.0,0.0
edge4-10|no-filter|high-only|ATP-non-Slam|model-fav,4.0,10.0,no-filter,high-only,ATP-non-Slam,model-fav,2024,41.0,18.0,23.0,-25.5366,-49.6341,-0.6341,0.7571,0.7142,0.0429,0.2799,0.2603,0.1949,,,41.0,100.0,0.0
edge4-10|no-filter|high-only|ATP-non-Slam|model-dog,4.0,10.0,no-filter,high-only,ATP-non-Slam,model-dog,pooled_2022_2024,84.0,26.0,58.0,-19.2262,-44.2857,6.8333,0.6034,0.5947,0.0086,0.2071,0.2035,0.08,,,84.0,100.0,0.0
edge4-10|no-filter|high-only|ATP-non-Slam|model-dog,4.0,10.0,no-filter,high-only,ATP-non-Slam,model-dog,2022,24.0,5.0,19.0,-43.9583,-87.7917,2.9583,0.5539,0.5317,0.0221,0.1833,0.1735,0.1641,,,24.0,100.0,0.0
edge4-10|no-filter|high-only|ATP-non-Slam|model-dog,4.0,10.0,no-filter,high-only,ATP-non-Slam,model-dog,2023,30.0,11.0,19.0,-2.1667,-48.8333,46.4,0.6343,0.6342,0.0001,0.2218,0.222,0.0327,,,30.0,100.0,0.0
edge4-10|no-filter|high-only|ATP-non-Slam|model-dog,4.0,10.0,no-filter,high-only,ATP-non-Slam,model-dog,2024,30.0,10.0,20.0,-16.5,-57.8667,27.0667,0.6121,0.6057,0.0064,0.2115,0.209,0.091,,,30.0,100.0,0.0
edge4-10|no-filter|high-only|ATP-non-Slam|both,4.0,10.0,no-filter,high-only,ATP-non-Slam,both,pooled_2022_2024,191.0,81.0,110.0,-15.8796,-31.2251,-1.9948,0.6593,0.644,0.0153,0.234,0.2269,0.0576,,,191.0,100.0,0.0
edge4-10|no-filter|high-only|ATP-non-Slam|both,4.0,10.0,no-filter,high-only,ATP-non-Slam,both,2022,58.0,22.0,36.0,-27.9655,-51.5517,-2.6724,0.6473,0.6211,0.0262,0.2284,0.216,0.0706,,,58.0,100.0,0.0
edge4-10|no-filter|high-only|ATP-non-Slam|both,4.0,10.0,no-filter,high-only,ATP-non-Slam,both,2023,62.0,31.0,31.0,2.1129,-23.9194,29.1774,0.6288,0.6377,-0.0089,0.2198,0.2235,0.0556,,,62.0,100.0,0.0
edge4-10|no-filter|high-only|ATP-non-Slam|both,4.0,10.0,no-filter,high-only,ATP-non-Slam,both,2024,71.0,28.0,43.0,-21.7183,-44.1127,2.3803,0.6958,0.6683,0.0275,0.251,0.2386,0.0838,,,71.0,100.0,0.0
edge4-10|no-filter|high+medium|ATP250|model-fav,4.0,10.0,no-filter,high+medium,ATP250,model-fav,pooled_2022_2024,89.0,45.0,44.0,-15.6966,-33.2022,3.2921,0.703,0.6787,0.0243,0.2549,0.2432,0.1321,,,89.0,100.0,0.0
edge4-10|no-filter|high+medium|ATP250|model-fav,4.0,10.0,no-filter,high+medium,ATP250,model-fav,2022,30.0,16.0,14.0,-12.5,-41.2,16.1,0.694,0.6714,0.0226,0.251,0.2399,0.1147,,,30.0,100.0,0.0
edge4-10|no-filter|high+medium|ATP250|model-fav,4.0,10.0,no-filter,high+medium,ATP250,model-fav,2023,25.0,15.0,10.0,2.12,-30.36,34.68,0.6159,0.6272,-0.0112,0.2141,0.2182,0.1329,,,25.0,100.0,0.0
edge4-10|no-filter|high+medium|ATP250|model-fav,4.0,10.0,no-filter,high+medium,ATP250,model-fav,2024,34.0,14.0,20.0,-31.6176,-59.2059,-5.1471,0.7748,0.723,0.0519,0.2883,0.2646,0.2338,,,34.0,100.0,0.0
edge4-10|no-filter|high+medium|ATP250|model-dog,4.0,10.0,no-filter,high+medium,ATP250,model-dog,pooled_2022_2024,60.0,20.0,40.0,-13.0167,-44.1333,19.6833,0.6121,0.6072,0.0049,0.2115,0.2097,0.0603,,,60.0,100.0,0.0
edge4-10|no-filter|high+medium|ATP250|model-dog,4.0,10.0,no-filter,high+medium,ATP250,model-dog,2022,21.0,4.0,17.0,-48.0952,-88.2857,-4.0,0.5538,0.5295,0.0243,0.1836,0.1727,0.1829,,,21.0,100.0,0.0
edge4-10|no-filter|high+medium|ATP250|model-dog,4.0,10.0,no-filter,high+medium,ATP250,model-dog,2023,22.0,10.0,12.0,19.6364,-36.4545,77.2727,0.6784,0.6905,-0.0122,0.2429,0.2487,0.0981,,,22.0,100.0,0.0
edge4-10|no-filter|high+medium|ATP250|model-dog,4.0,10.0,no-filter,high+medium,ATP250,model-dog,2024,17.0,6.0,11.0,-11.9412,-68.2353,47.5882,0.5983,0.5954,0.003,0.2052,0.2048,0.1996,,,17.0,100.0,0.0
edge4-10|no-filter|high+medium|ATP250|both,4.0,10.0,no-filter,high+medium,ATP250,both,pooled_2022_2024,149.0,65.0,84.0,-14.6174,-31.557,2.2148,0.6664,0.6499,0.0165,0.2374,0.2297,0.0626,,,149.0,100.0,0.0
edge4-10|no-filter|high+medium|ATP250|both,4.0,10.0,no-filter,high+medium,ATP250,both,2022,51.0,20.0,31.0,-27.1569,-53.1569,-0.3725,0.6363,0.613,0.0233,0.2232,0.2122,0.0605,,,51.0,100.0,0.0
edge4-10|no-filter|high+medium|ATP250|both,4.0,10.0,no-filter,high+medium,ATP250,both,2023,47.0,25.0,22.0,10.3191,-20.234,42.2979,0.6452,0.6568,-0.0117,0.2276,0.2325,0.0855,,,47.0,100.0,0.0
edge4-10|no-filter|high+medium|ATP250|both,4.0,10.0,no-filter,high+medium,ATP250,both,2024,51.0,20.0,31.0,-25.0588,-53.1373,4.2549,0.716,0.6804,0.0356,0.2606,0.2446,0.1435,,,51.0,100.0,0.0
edge4-10|no-filter|high+medium|ATP500|model-fav,4.0,10.0,no-filter,high+medium,ATP500,model-fav,pooled_2022_2024,8.0,6.0,2.0,16.375,-40.25,58.625,0.4946,0.5382,-0.0437,0.1577,0.1754,0.2154,,,8.0,100.0,0.0
edge4-10|no-filter|high+medium|ATP500|model-fav,4.0,10.0,no-filter,high+medium,ATP500,model-fav,2022,3.0,3.0,0.0,48.3333,,,0.3329,0.4196,-0.0867,0.0802,0.1174,0.2831,,,3.0,100.0,0.0
edge4-10|no-filter|high+medium|ATP500|model-fav,4.0,10.0,no-filter,high+medium,ATP500,model-fav,2023,3.0,2.0,1.0,5.0,,,0.5068,0.543,-0.0362,0.1654,0.1784,0.3811,,,3.0,100.0,0.0
